abfhjt;3;What is the High-elvish greeting Frodo uses when he meets Gildor and his company in the Shire?;Elen síla lúmenn' omentielvo.;Nai tiruvantel ar varyuvantel i Valar tiëlyanna nu Vilya.;Mae govannen.;I Aear cân ven na mar.;A
abfhkt;1;True or false: In the book, Arwen Undómiel rides with Frodo to Rivendell.;false
abfhkt;3;What is the name of Glorfindels horse with which he rides with Frodo to Rivendell?;Felaróf;Asfaloth;Shadowfax;Hasufel;B
abfhlnt;3;What do the Elves call the Hobbits?;Onodrim;Periannath;Mellyn;Cormacolindor;B
abfhlt;3;What is the first thing Sam saw in the Mirror of Galadriel?;Fire;Stars;Moon;Sun;B
abfhlt;4;What gift(s) does Galadriel give Sam in the book?;Nothing;Mallorn Seed;Soil in a Box;Elven rope;BC
abfhltx;3;Who cures Frodo in Rivendell?;Gandalf;Arwen;Elrond;Legolas;C
abfhltxy;1;Fill in the gap! "Even the [...] person can change the course of the history." - Galadriel;smallest
abfhltxy;3;Who says "I know what it is you saw, for it is also in my mind."?;Gandalf;Arwen;Galadriel;Aragorn;C
abfhmtxy;1;Fill in the gap! "They're taking the [...] to Isengard!" - Legolas;Hobbits
abfhotx;3;With what elvish exclamation does Frodo "turn on" the Phial of Galadriel?;Tangado haid! Leithio i philinn!;Aiya Earendil Elenion Ancalima!;Annon Edhellen edro hi ammen!;Faeg i-varv dîn na lanc a nu ranc!;B
abfikt;4;Which of the following caused the flood that swept away the Nazgûl at the Ford of Bruinen?;Arwen;Elrond;Glorfindel;Gandalf;BD
abfilotu;3;What are the respective locations of the Chamber of Fire and the Hall of Fire?;Minas Tirith & Orodruin;Minas Tirith & Minas Morgul;Lothlórien & Minas Tirith;Rivendell & Orodruin;D
abfiltxy;1;Fill in the gap! "Tell me, where is Gandalf? For I much desire to [...] with him." - Celeborn;speak
abfint;3;How do the elves call Saruman?;Mithrandir;Olórin;Aratar;Curunír;D
abfiotu;3;Orod is the Elvish (Sindarin) word for what?;Tower;City;Plain;Mountain;D
abfit;1;What is Gandalfs Sindarin name?;Mithrandir
abfit;3;What does Gandalfs Sindarin name Mithrandir mean?;Staff-man;Grey Pilgrim;Grey Rider;Stormcrow;B
abfit;3;Who did not possess an elvish ring?;Elrond;Saruman;Gandalf;Galadriel;B
abfklt;3;Under which name is Iarwain Ben-adar more commonly known?;Durin the Deathless;The Balrog of Morgoth/Moria;Tom Bombadil;Glorfindel;C
abfkltu;4;What were the names of the three Elven Rings?;Firya;Vilya;Nenya;Narya;BCD
abfkltxy;3;In the film, what is the name of Arwen's sword?;Anglachel;Hadhafang;Anguirel;Aranrúth;B
abfklu;3;What is the name of Gil-galad's spear?;Aeglos;Belthronding;Dramborleg;Herugrim;A
abfkt;3;Who bore the greatest of the Elven-rings, Vilya, out of Middle-earth?;Gandalf;Elrond;Saruman;Gil-galad;B
abfktxy;3;In the film, who caused the giant wave that swept away the Ringwraiths at the Ford of Bruinen?;Arwen;Glorfindel;Aragorn;Gandalf;D
abfku;3;What is the area south of Rivendell where once Elves dwelt called?;Calenardhon;Dunland;Hollin;Coldfells;C
abflpt;1;True or false: Before he joined the Fellowship of the Ring, Legolas lived in Lothlórien.;false
abflt;1;True or false: Arwen was an only child.;false
abflt;1;True or false: The water horses at the Ford of Bruinen are summoned by Arwen.;false
abflt;2;How many children does Elrond have?;3;0
abflt;3;Arwen is Galadriels...;granddaughter;great-grandniece;grandniece;second cousin;A
abflt;3;Rivendell was built along which river?;Mitheithel;Gwathló;Glanduin;Bruinen;D
abflt;3;What is the location "The Last Homely House" more commonly known as?;The Prancing Pony Inn in Bree;The last house at the border of the Shire;The elven homestead Rivendell;Beorn's Halls at the border to Mirkwood;C
abflt;3;What is the name of Elrond's chief counselor, who was against bringing the ring to Mount Doom?;Eldarion;Earnur;Eothain;Erestor;D
abflt;3;What is the relation between Elladan and Elrohir?;They are twin-brothers;They are brothers (but not twins);They are cousins;They are just friends, but not related in an other way.;A
abflt;3;What was the name of the golden flower which grows everywhere in Lothlórien?;Elanor;Athelas;Simbelmyne;Mallorn;A
abflt;3;Which of the following is neither food nor drink?;Cram;Lembas;Crebain;Miruvor;C
abflt;4;What are the names of Elronds sons?;Elronad;Elladan;Elrohir;Eldahin;BC
abflthxy;3;Who says "One small bite is enough to fill the stomach of a grown man!";Gimli;Sam;Legolas;Aragorn;C
abfltu;3;What is the elvish name for Rivendell?;Imloth Melui;Imladris;Imrath Gondraich;Ivriniel;B
abfltu;3;Who is Elrond's wife, Arwen's mother and Galadriel's daughter?;Celebrían;Gilraen;Gilrain;Earwen;A
abfltx;1;True or false: Arwen is in love with Legolas.;false
abfltx;1;What was the name of the bread made in Lothlórien and that was kept fresh in a Mallorn leaf?;Lembas
abfltx;3;What is the name of Elrond's daughter?;Celebrían;Glorfindel;Arwen;Ariën;C
abfltx;3;What is the name of the City of Trees in Lothlórien?;Dol Amroth;Cerin Amroth;Caras Galadhon;Imladris;C
abfltx;3;What other name was Arwen known as?;Gemstone;Evenstar;Elfstone;The Fair;B
abfltx;3;Who is Galadriel's husband?;Elrond;Haldir;Celegorm;Celeborn;D
abfltxy;1;Fill in the gap! "I would rather share one lifetime with you than face all the [...] of this world alone.";Ages
abfltxy;1;Who says "Nine companions. So be it. You shall be the fellowship of the ring.";Elrond
abflv;3;How are Galadriel and Elrond related?;Galadriel is Elrond's grandmother;Elrond is Galadriels son in law;They are brother and sister;Elrond is Galadriels cousin once removed;B
abfmtxy;3;In the film, what is the name of the elf commander who dies in the Battle of Helm's Deep?;Celeborn;Elrond;Elladan;Haldir;D
abfotxy;1;Fill in the gap! "[...] was near. But the power of the Ring could not be undone." - Galadriel;Victory
abfptx;3;Legolas is...;a half-elf;a wood-elf;a dark-elf;a grey-elf;B
abfsv;3;Who was the father of Elrond?;Celeborn;Earendil;Elwing;Celebrían;B
abft;3;In the book, what hair colour does Legolas have?;Blonde;Golden;Brown;Unknown/Not mentioned;D
abft;3;Why can Arwen chose a mortal life?;Mortality is bound to the Evenstar, which she gives away.;Galadriel can use her ring Nenya to change that.;Arwen's family has human ancestry.;All elves can choose a mortal life.;C
abftxy;1;Fill in the gap! "I feel it in the water, I feel it in the earth, and I [...] it in the air.";smell
abftxy;1;In the film trilogy, which character tells the tale of the One Ring in the Prologue?;Galadriel
abghlptx;3;Which gift of Thorin Oakenshield did Bilbo pass on to Frodo?;The sword Sting;The mithril vest;The Arkenstone;The One Ring;B
abghltx;3;Who knocks a skeleton into a well in Moria?;Gimli;Boromir;Merry;Pippin;D
abgiltx;3;What was "Durin's bane"?;The greed for Mithril;The abyss below the Bridge of Khazad-dûm;His Ring of Power;A Balrog of Morgoth;D
abgiltx;3;What was the name used for Moria by the dwarves before the Balrog started dwelling in it?;Phurunargian;Khazad-dûm;Hadhodrond;Casarrondo;B
abgl;3;Which stream flows by the Moria East Gate?;Celebrant (Silverlode);Sirannon (Gate-stream);Anduin (Great Stream);Nimrodel;A
abgl;4;Which of the following peaks are located near Moria?;Fanuidhol;Methedras;Celebdil;Caradhras;ACD
abglptuvx;3;What is "Durin's Folk" more commonly known as?;Heirs of Isildur;Men of Rohan;Dwarves;Woodelves;C
abglt;1;True or false: By then end of the Third Age, Balin was the Last Lord of Moria.;true
abglt;3;In Rivendell, what does Glóin, Gimli's father, call Moria?;Great home of his forefathers;Only true masterpiece of the Dwarves;Wonder of the northern world;Most admirable ceation of the Dwarves since the first setting of the Sun.;C
abglt;3;What does "Moria" mean?;Black Chasm;Black Mine;Black Caverns;Black Halls;A
abglt;3;Which dwarf we know from the Hobbit got killed by the Watcher in the Water at the Moria West Gate?;Balin;Óin;Bombur;Dwalin;B
abglt;3;Which famous Dwarves accompanied Balin on his quest to try retaking Moria in 2989 T.A.?;Óin and Ori;Nori and Dori;Bifur and Bofur;Dáin and Náin;A
abglt;3;Who crossed the Bridge of Khazad-dûm first?;Merry;Frodo;Gimli;Aragorn;C
abglt;4;Which of the following are dwarvish names?;Kheled-zarâm;Caradhras;Bundushathûr;Fanuidhol;AC
abgltuvx;3;Khazad-dûm is...;dwarvish for "great abyss";the name of a bridge;another name for Moria;a name for all the dwarves (as a race);C
abgltx;3;During the War of the Ring, the dwarf Fundin is...;The Lord of Moria;King Under the Mountain;Father of Balin;Brother of Gimli;C
abgltx;3;What did Gimli carry?;Axe;Sword;Spear;Hammer;A
abgltx;3;Who is referred to as "Son of Glóin"?;Durin IV;Náin;Balin;Gimli;D
abgmtxy;1;Fill in the gap! "Certainty of death… Small chance of success… What are we [...] for?" - Gimli;waiting
abgmtxy;2;How many Orcs did Gimli kill in the Battle of Helm's Deep?;42;5
abgptx;3;What is the name of Gimli's Father?;Thorin;Óin;Gloin;Thrain;C
abh;4;Which two Hobbits were the tallest ones ever known?;Frodo Baggins;Peregrin Took;Meriadoc Brandybuck;Samwise Gamgee;BC
abhijntx;3;What sort of pipe-weed did Saruman stash in Isengard?;Old Toby;Longbottom Leaf;Southern Star;Southlinch;B
abhijntx;3;What was produced in 1417 Shire Reckoning that Pippin and Merry consumed in Isengard?;Salted pork;A bottle of brandy;Pipe-weed;A bottle of wine;C
abhijntx;3;Where does the pipeweed Pippin and Merry smoke in Isengard come from?;Sackville;Tighfield;Tuckborough;Longbottom;D
abhijt;3;What did the Ruffians who took over the Shire call their chief?;Saruman;Haleth;Sharkey;Mayor;C
abhijt;3;What does the term "Sharkey's End" refer to?;Popular children game in the Shire;The last house of the Shire near Brandywine Bridge;New name of Bagshot Row in the Fourth Age;Fall of Isengard;C
abhijtxy;3;Who says "You will keep an eye on Frodo, won't you?"?;Bilbo;Gandalf;Sam;Elrond;A
abhikt;1;Who says "I will not say do not weep, for not all tears are an evil.";Gandalf
abhilt;3;As the elves sing for Gandalf, Sam honors Gandalf's memory with what?;Bouquet of Elven flowers;Verse about his pipe;Poem about his fireworks;A drawing in the Earth;C
abhilt;3;Why does Gandalf reprimand Pippin in Rivendell?;He insults an Elf.;He calls Frodo the "Lord of the Ring".;He throws a rock down a well;He disturbs the Council of Elrond;B
abhiltx;3;Who is the first person Frodo sees when he awakes in Rivendell?;Sam;Bilbo;Elrond;Gandalf;D
abhimntx;3;Which Hobbit did Gandalf take with him to Minas Tirith?;Merry;Sam;Frodo;Pippin;D
abhintx;1;Fill in the gap! "All you have to decide is what to do with the [...] that is given to us.";time
abhiot;4;What were the names of the Eagles who rescued Frodo and Sam from Mount Doom?;Landroval;Gwaihir;Crebain;Meneldor;ABD
abhiotx;3;Who told Sauron where the long lost One Ring could be found?;Saruman;Gollum;The Nazgûl;Thráin II;B
abhj;3;What was the official name for the re-dug Bagshot Row after it had been destroyed?;Sharkey's End;Battle Gardens;Better Smials;New Row;D
abhjkqt;3;Frodo told almost no one that he is leaving Middle-earth. Why did Pippin and Merry know about it?;Frodo told it to Sam and Sam told it to them;Gandalf told them;They eavesdropped when Gandalf and Frodo talked about it in Bag End;Frodo wrote a Farewell-Letter which they found too early.;B
abhjt;1;True or false: In the book, it's only three Hobbits who leave Bagend towards Crickhollow;true
abhjt;1;What is the biggest hobbit hole in Buckland called?;Brandy Hall
abhjt;1;What is the first name of Sam Gamgee's wife?;Rosie
abhjt;1;What is the full name of Frodo's gardener?;Samwise Gamgee
abhjt;1;What is the name of the house Frodo bought in Buckland?;Crickhollow
abhjt;1;Who does Bilbo share his birthday with?;Frodo
abhjt;2;How many people were invited to Bilbo Baggins' 111th Birthday Party?;144;5
abhjt;2;What is the house number of the Gamgee smial at Bagshot Row?;3;0
abhjt;3;How did Frodo's father die?;Slain in the battle of Greenfields;Killed by a wulf in the Fell Winter;Entered Old Forest and never returned;Drowned in a boating accident;D
abhjt;3;How does Farmer Maggot keep people off his fields?;A high hay surrounding his farm.;Maggot himself is intimadting enough to chase people off.;He has three fearsome dogs.;Hidden barbed wire throughout the fields.;C
abhjt;3;In which town was the Golden Perch located?;Frogmorton;Whitfurrows;Stock;Pincup;C
abhjt;3;The "Bridge of Stonebows" is an old name for which bridge?;Brandywine Bridge;Last Bridge;Bridge of Tharbad;Bridge of Khazad-dûm;A
abhjt;3;The time system used in the Shire was known as...;Shire Time;Shire-Reckoning;Shire Calendar;Shire-Counting;B
abhjt;3;What does Sam receive from Bilbo before he sails to the Undying Lands?;A book;Sting;An Elven Pipe;Gold;D
abhjt;3;What does the High Hay protect Buckland from?;Nazgûl;Trees;Wolves;Barrow-wights;B
abhjt;3;What food had Frodo stolen from Farmer Maggot in his youth?;Carrots;Potatoes;Tomatoes;Mushrooms;D
abhjt;3;What happened to Lobelia Sackville-Baggins after the War of the Ring?;Thain Peregrin Took banned her from the Shire and she bought and moved to Crickhollow in Buckland.;She allied with Rushey's men and was slain in the Battle of Bywater.;She was imprisoned in the Lockholes for helping her son Lotho destroy the Shire.;She died of age, and donated her money to Frodo to help Hobbits displaced by Saruman.;D
abhjt;3;What is "Thain"?;Beer of Bree;Hobbit of Michel Delving;Title in the Shire;Dwarf of Thorin's company;C
abhjt;3;What is Gorhendad Oldbuck famous for?;First Thain of the Shire;Owner of the Golden Perch Inn;First Hobbit to visit Rivendell;Founder of Buckland;D
abhjt;3;What is the chief village of Buckland?;Crickhollow;Standelf;Bucklebury;Standelf;C
abhjt;3;What is the last line in The Return of the King (book)?;"Well, he's gone.";"Well, I'm done.";"Well,I'm home";"Well, I'm back";D
abhjt;3;What is the name of the farmer Frodo stole mushrooms from in his youth?;Cotton;Maggot;Hayward;Gardner;B
abhjt;3;What river makes up a large part of the Shire's border?;The Water;Anduin;Loudwater;Brandywine;D
abhjt;3;What unusual word did Merry exclaim when he saw the mess on Frodo's new bathroom floor?;Dibbles!;Lawks!;Crikey!;Yee-ha!;B
abhjt;3;What was Sam's daughter named after?;A jewel;A flower;Another woman;A river;B
abhjt;3;What was the last name of Lobelia Sackville-Baggins before marriage?;Bolger;Bracegirdle;Boffin;Brandybuck;B
abhjt;3;What's the proper spelling of Bilbo and Frodo's home?;Bag-End;Bagend;Bag End;Bag-end;C
abhjt;3;When Bilbo leaves the Shire right after his 111th birthday party, where is he heading for?;The Lonely Mountain;Lake-town;Rivendell;Bree;C
abhjt;3;Where did Sam Gamgee live before the War of the Ring?;Bagend;Hill Road;Bagshot Row;Bywater Road;C
abhjt;3;Where is the last battle of the LotR books fought?;Cair Andros;Pelennor Fields;Morannon;Bywater;D
abhjt;3;Where was the Mathom-house where Bilbo's mithril coat was stored located?;Bywater;Michel Delving;Longbottom;Long Cleeve;B
abhjt;3;Where were during the War of the Ring various Hobbits imprisoned?;Bywater;Bree;Michel Delving;Frogmorton;C
abhjt;3;Which Hobbit family owns the Old Mill in Hobbiton?;Baggins;Sandyman;Gamgee;Cotton;B
abhjt;3;Which is both the birthday of Frodo and of Bilbo?;20th July;21st Mai;22nd September;23rd October;C
abhjt;3;Who leads the ring-bearer and his trusty friend/gardener to Buckleberry Ferry?;Tom Bombadil;No one, they are on their own;Farmer Maggot;Gandalf;C
abhjt;3;Who receives a set of silver spoons by Bilbo after his 111th birthday party?;Gaffer Gamgee;Bodo Proudfoot;Lobelia Sackville-Baggins;Fredegar Bolger;C
abhjt;3;Who says "Well, I'm back."?;Frodo;Aragorn;Sam;Bilbo;C
abhjt;3;Who was the mother of Frodo Baggins?;Esmeralda Brandybuck;Belladonna Took;Angelica Baggins;Primula Brandybuck;D
abhjt;4;What were the reasons why Bilbo chose to invite exactly 144 guests to his party?;144 is the ages of himself and Frodo added.;144 is One Gross.;The Hobbits used a base 12 system, and 144 = 12x12;It was Bilbo's favorite 2;AB
abhjt;4;Who accompanies Frodo when he leaves Bagend for his big journey?;Samwise Gamgee;Peregrin Took;Fredegar Bolger;Meriadoc Brandybuck;AB
abhjt3;What happened to the Town Hole in Michel Delving at the end of the Third Age?;Sarumans men invaded it;The mayor had to sell it due to lack of money;A big party celebrating the defeat of Sauron was held;It collapsed;D
abhjtx;1;By what means do Frodo and Co. cross the Brandywine river?;Bucklebury Ferry
abhjtx;2;How many miles south of the Brandywine Bridge is the Bucklebury Ferry located?;20;3
abhjtx;3;Bilbo Baggins writes a book about his adventures. What is the last line?;"I still don't know how Frodo lost that ring.";"And thus the big worm was slain, and order was restored.";"And he lived happily ever afterwards to the end of his days.";"I think I'm quite ready for another adventure.";C
abhjtx;3;Complete this quote: "I don't know half of you half as well as I should like, and...";"I like less than half of you half as well as you deserve";"I deserve you less than half as much as you should like";"I like you less than half as much as less than half of you deserve.";"less than half of you like me less than half as much as I should deserve.";A
abhjtx;3;Farmer Maggot is...;a hobbit;a man;half hobbit, half man;an elf;A
abhjtx;3;The Bucklanders built a wall along the Old Forest to keep off the trees. What colour had the defense?;Grey;Green;Yellow;Light Blue;B
abhjtx;3;What colour is the Front Door of Bag End?;Brown;Yellow;Green;White;C
abhjtx;3;What is Pippin's last name?;Peregrin;Paladin;Took;Brandybuck;C
abhjtx;3;What is the first name of Frodo's father?;Blanco;Drogo;Bingo;Bungo;B
abhjtx;3;Where can you get "the only brew for the brave and true"?;The Prancing Pony;The Golden Perch;The Ivy Bush;The Green Dragon;D
abhjtxy;3;In the film, what story does Bilbo tell the Hobbit kids at his 111th birthday party?;How Bilbo deceived the Spiders of Mirkwood;How the dragon Smaug was slain;How he escaped the Trolls;About the riddles with Gollum.;C
abhjtxy;3;Who says "If I take one more step, it'll be the farthest away from home I've ever been"?;Pippin;Merry;Sam;Frodo;C
abhkltx;1;True or false: At some point, Sam had a pony named Bill.;true
abhkt;3;What does Tom Bombadil save Merry and Pippin from?;A Ringwraith;A dog;An orc;A tree;D
abhkt;3;What was the name of Tom Bombadil's pony?;Bill;Bumpkin;Fatty Lumpkin;Pony;C
abhkt;3;What was Tom Bombadil carrying when he met the four Hobbits?;Water lilies;Daisies;Forget-me-nots;Flag lilies;A
abhkt;3;Who is attacked by Black Riders in Bree while out for some fresh air?;Barliman Butterbur;Merry;Bill Ferny;Aragorn;B
abhkt;3;Who recited the poem of the Fall of Gil-Galad on Weathertop?;Strider;Frodo;Merry;Sam;D
abhkt;3;Who rescued Frodo, Sam, Merry and Pippin from a Barrow-wight at the barrow-downs?;Gandalf;Barliman Butterbur;Tom Bombadil;Gwaihir;C
abhkt;4;Who got trapped by the Old Man Willow?;Frodo;Sam;Pippin;Merry;CD
abhktx;1;What was the surname that Frodo used in Bree?;Underhill
abhktxy;3;Who says "This, my friend, is a pint."?;Merry;Pippin;Gimli;Legolas;A
abhlmnt;4;Which of the following did Frodo see when he was observing the world from Amon Hen?;Sea-birds flying over the Mouths of the Anduin;Wolves pouring from Isengard;Crebain gathering over Dunland;Orcs descending from the Misty Mountains;ABD
abhlptx;2;For approximately how many years did Gollum possess the One Ring?;500;100
abhlt;1;Fill in the gap! "Not all those who [...] are lost." - Bilbo;wander
abhlt;3;What did Frodo see when looking into Mirrormere?;His own reflection;The Eye of Sauron;The stars of Durin;Trees being felled in Bywater;C
abhltx;3;What is "...as hard as a dragon scale and as light as a feather?";Peregrin Took's head;Ithildin;Adamantium;Mithril;D
abhltx;3;When did Gollum start following Frodo?;In Moria;In the Emyn Muil;3 days before they reached Moria;In Lothlórien;A
abhmt;3;What is the region that Merry and Pippin get brought through by the Uruk-hai known as?;Carcharoth;The Fields of Celebrant;The Brown Lands;Calenardhon;C
abhmtx;1;In which forest do Merry and Pippin meet Treebeard and the other Ents?;Fangorn
abhmtx;3;Into which forest did Pippin and Merry flee in order to escape the Orcs?;Lothlórien;Drúadan Forest;Fangorn Forest;Mirkwood;C
abhmtx;3;What happened in the location called Wellinghall?;Treebeard invites Merry and Pippin to stay at his home for a while.;The Ents hold the Ent meeting about going to war.;At the home of Bregalad (Quickbeam) Pippin and Merry wait for the Entmoot to end.;Pippin and Merry meet Treebeard, and later Aragorn, Legolas and Gimli encounter Gandalf the White.;A
abhmtx;3;What happens to Pippin and Merry after they drink the water of the Entwash?;They fall asleep;The get drunk;They can see in the dark;They grow taller;D
abhmtx;3;What is the name of the Ent that befriends Merry and Pippin in Fangorn Forest?;Beechbone;Treebeard;Quickbeam;Leaflock;B
abhmtx;3;Which item does Pippin drop when he was carried away by Uruks, as sign for Aragorn and Co.?;His cloak;His pipe;His brooch;His belt;C
abhmtxy;1;Fill in the gap! "What about their [...]? They don't need those. Ooh! They look tasty!";legs
abhnot;3;After Frodo and Sam left the rest of the Fellowship, through which mountain range did they travel?;Emyn Beraid;Emyn Muil;Ered Lithui;Ered Nimrais;B
abhnotx;4;What was Sam excited about seeing?;Mordor;Elves;Oliphaunts;Minas Tirith;BC
abhnt;3;At what falls did Frodo and Sam leave the Fellowship?;Falls of Sirion;Falls of Rauros;Falls of Anduin;Falls of Argonath;B
abhnt;3;For Frodo at least, who is conspicuously absent from the wedding of Arwen and Aragorn?;Elrond;Bilbo;Aragorn;Sam;B
abhntx;3;Who doesn't want to be in a battle, but knows "waiting on the edge of one I can't escape," is worse?;Merry;Pippin;Gandalf;Frodo;B
abhntxy;3;What is the missing word? "Po-ta-toes boil 'em, [...] em, stick 'em in a stew";squash;scrunche;pestle;mash;D
abhntxy;3;What is the missing word? "Welcome, my [...], to Isengard!";Lords;Fellows;Friends;Hobbits;A
abhntxy;3;Who says "Because we've been here before. We're going in circles!"?;Sam;Gollum;Frodo;Faramir;C
abhot;1;True or false: When Shelob poisoned Frodo, Sam takes the Ring. He never puts it on though.;false
abhot;2;From the time Frodo leaves the Shire for Mordor, how many times does he use the Ring?;6;1
abhotx;1;Fill in the gap! “There is some [...] in this world, and it's worth fighting for.” - Sam Gamgee;good
abhotx;1;Who casts the One Ring into the fires of Mount Doom?;Gollum
abhotx;3;How far does Sam carry his cooking gear until he at last leaves it behind to travel more lightly?;Up to the West Gate of Moria;Up to Parth Galen (near Amon Hen);Up to Henneth Annûn (where they meet Faramir);Up to the Plain of Gorgoroth in Mordor;D
abhotx;3;What was the name of the Uruk who was captain of Cirith Ungol when Frodo was taken there?;Shagrat;Uglúk;Gorbag;Muzgash;A
abhotx;3;Which obstacle prevents Frodo and Sam to enter Mordor on their first try?;Durthang;Henneth Annûn;Minas Morgul;Morannon;D
abhotx;3;Who says "There is some good in this world, Mr. Frodo. And it’s worth fighting for."?;Sam;Gandalf;Aragorn;Arwen;A
abhotx;3;Who ultimately caused the destruction of the One Ring?;Samwise Gamgee;Frodo Baggins;Gwaihir;Gollum;D
abhotx;4;All that were in the Cracks of Doom once touched the One Ring, but who was willing to destroy it?;Frodo;Sam;Gollum;None of them;B
abhotxy;3;What is the missing word? "All turns to [...] glass.";golden;clear;white;silver;D
abhotxy;3;What is the missing word? "Up, up, up the stairs, and then the [...]";Bridge;Tower;Tunnel;Pass;C
abhotxy;3;Who says "I wonder if we'll ever be put into songs or tales.";Bilbo;Pippin;Sam;Merry;C
abhotxy;3;Who says "They do not see what lies ahead, when sun has faded and moon is dead.";Gandalf;Legolas;Théoden;Gollum;D
abhpt;3;Gollum actually is a Hobbit, but of which stem of Hobbits is he?;Stoors;Fallohides;Harfoots;Tooks;A
abhpt;3;what is Gollum's real name? (Look closely at the answers!);Smeagol;Smeagól;Sméagol;Smeágol;C
abhptx;1;True or false: Gollum's real name is Déagol.;false
abhptx;1;True or false: Gollum's real name is Sméagol.;true
abhptx;1;What is the person named Sméagol better known as?;Gollum
abhptx;3;Gollum killed his friend to acquire the Ring that he had found. What is the name of this friend?;Sméagol;Drogo;Déagol;Gundahar;C
abhtxy;3;By which name does Sam never name Gollum in the film?;Gollum;Stinker;Slinker;Sméagol;D
abiglt;3;When the Orcs flee from the Balrog, Gandalf hears the orcish word "ghash", what does that mean?;Shadow;Balrog;Demon;Fire;D
abilt,3;Who is the Lord of the Rings, according to Gandalf?;Sauron;Frodo;Sam;Aragorn;A
abilt;3;Whats the name of the peak Gandalf fights the Balrog?;Zirak-zigil;Bundushathûr;Barazinbar;Kheled-zâram;A
abiltx;1;True or false: Before he died fighting the Balrog, Gandalf was also known as White Wizard.;false
abiltx;3;What kind of creature did Gandalf fight in Moria?;A Nazgûl;A warg;A Balrog;A wizard;C
abiltx;3;What were the evil crows from Dunland called?;Nazgûl;Fell Beasts;Crebain;Múmakil;C
abiltxy;1;Fill in the gap! "YOU SHALL NOT [...]!" - Gandalf;PASS
abimtx;3;What is the name of Gandalf's horse?;Snowmane;Shadowfax;Meara;Asfaloth;B
abimtxy;1;Fill in the gap! "I am [...] the White. And I come back to you now… at the turn of the tide.";Gandalf
abinj;4;Which of the following are NOT names given to Saruman?;Ruffian;Sharkey;Geraint;Ermon;ACD
abinot;3;Where does the Palantír Sauron is using stem from?;Osgiliath;Amon Sûl;Annúminas;Minas Ithil;D
abinot;3;Why did Saruman ally with Sauron?;Sauron's victory was obvious and he wanted to avoid to be defeated.;He wanted to rule Middle-earth, and the most promising way was doing it together with Sauron.;When Saruman used the Palantír he could not withstand Sauron and was forced to serve him.;He wanted to obtain the One Ring and planned on betraying Sauron.;D
abinotux;1;True or false: Sauron lived in the tower Orthanc;false
abint;3;What is the name of the Lord of the Eagles who rescues Gandalf from Orthanc?;Landroval;Gwaihir;Meneldor;Thorondor;B
abintx;3;Gandalf is imprisoned on top of Orthanc by Saruman. Who helps him escape?;Shadowfax;Galadriel;Aragorn;Gwaihir;D
abintx;3;Saruman's chief weapon was...;A Palantír;His voice;A Ring of Power;A longsword;B
abintx;3;What is the name of the black stone tower which is the citadel of Saruman?;Isengard;Barad-dûr;Minas Morgul;Orthanc;D
abioptv;4;What is Udûn?;A valley in Mordor;Fortress of the Wainriders;Stronghold of Morgoth;Lake in the far East of Middle-earth;AC
abiotux;3;In what language is the Ring Inscription held?;Black Speech;Orkish;Quenya;Khuzdul;A
abiotx;3;What symbol marked the armor of Saruman's troops?;The Red Eye;The White Tree;The White Hand;The Green Dragon;C
abiotx;3;What tower did Sauron build with aid from the power of the One Ring?;Orthanc;Dol Guldur;Angband;Barad-dûr;D
abiotx;3;Who is "The Eye"?;Denethor;Anyone with a Palantír;Sauron;Saruman;C
abiou;3;How are the fiery chambers of Mount Doom called where the One Ring was forged?;Sarn Gebir;Min-Rimmon;Sammath Naur;Dagor Gorgoroth;C
abipt;1;True or false: Radagast is one of the Istari.;true
abipt;3;Where did Radagast, one of the Istari, dwell?;Rhudaur;Rhosgobel;Rauros;Rathlóriel;B
abiptx;3;Before going back to Mordor, where did Sauron regain his might?;Belfalas;Mirkwood;Isengard;Gorgoroth;B
abiptx;3;In which greater region of Middle-earth does Radagast live?;Rohan;Eriador;Rhovanion;Rhûn;C
abisv;3;Who first created the Orcs?;Saruman;Sauron;Melkor;Gothmog;C
abit;1;We hear a great deal about Saruman and Gandalf. Which other wizard are we briefly introduced to?;Radagast
abit;3;Who does Saruman nickname the “Bird tamer"?;Sam Gamgee;Radagast;Gandalf;Uglúk;B
abit;3;Who was the last keeper of the elven Ring of Power Narya?;Gandalf;Elrond;Galadriel;Aragorn;A
abitx;3;What is the missing word? "True [...] is knowing when to spare a life.";wisdom;bravery;valour;courage;D
abjt;3;What is the name of the stream that flows through Hobbiton?;Brandywine;The Water;Shirebourn;Norbourn;B
abk;1;What is the name of Tom Bombadil's wife?;Goldberry
abk;3;Who of these has lived in Middle-earth the longest?;Treebeard;Sauron;Galadriel;Tom Bombadil;D
abkt;3;What colour are Tom Bombadil's boots?;Black;Brown;Blue;Yellow;D
abkt;3;What colour are Tom Bombadil's pants?;Brown;Dark Blue;Yellow;Light Blue;A
abkt;3;What colour is Tom Bombadil's belt?;Brown;Green;Blue;Yellow;B
abkt;3;What colour is Tom Bombadil's cloak?;Brown;Dark Green;Grey;Blue;D
ablptu;1;Which river was called the Great River?;Anduin
abltu;1;True or false: The stream flowing by the Moria West Gate is called Sirannon.;true
abmn;3;What is the elvish name for the White Mountains in Gondor?;Ered Luin;Ephel Dúath;Emyn Muil;Ered Nimrais;D
